vendor_id,vendor_name,vendor_type,registration_number,tax_id,contact_person,phone,email,address,region,bank_name,bank_account,due_diligence_status,due_diligence_date,is_blacklisted,blacklist_reason,preferred_vendor,performance_rating,is_active
VND-0111,Tanzania General Associates,Consultant,4110636-2022,257-727-389,Amina Mollel,+255 798 735 344,info@tanzaniagene.co.tz,Plot 29 Main Road Kilimanjaro,Kilimanjaro,CRDB Bank,0144975763232,Passed,2024-01-16,False,,True,2.6,True
VND-0112,Northern Office Supplies,Supplier,2161113-2018,952-181-579,John Mollel,+255 768 601 638,info@northernoffi.co.tz,Plot 143 CBD Manyara,Manyara,Absa Bank Tanzania,0159963652731,Passed,2024-03-06,False,,False,2.6,True
VND-0113,Northern Consulting Co,Supplier,7802864-2016,690-466-790,Amina Swai,+255 698 294 297,info@northerncons.co.tz,Plot 27 Market Street Kilimanjaro,Kilimanjaro,Stanbic Bank Tanzania,0511629208445,Passed,2024-12-24,False,,False,3.8,True
VND-0114,Savanna Training International,Consultant,5162468-2022,,James Lyimo,+255 785 431 723,info@savannatrain.co.tz,Plot 5 Market Street Arusha,Arusha,NBC Bank,0106414922327,Passed,2024-05-31,False,,False,3.3,True
VND-0115,Regional General Services,Supplier,4562851-2016,911-594-277,Amina Lyimo,+255 667 475 696,info@regionalgene.co.tz,Plot 25 Industrial Area Arusha,Arusha,Stanbic Bank Tanzania,0490182289898,Passed,2022-10-11,False,,True,4.4,True
VND-0116,Community ICT Associates,Supplier,3450434-2023,256-151-789,Grace Swai,+255 602 749 896,info@communityict.co.tz,Plot 193 Main Road Manyara,Manyara,NBC Bank,0905513477251,Passed,2025-05-18,False,,True,2.7,True
VND-0117,Tanzania General Associates,Contractor,9589352-2018,895-540-431,Peter Mwangi,+255 795 238 592,info@tanzaniagene.co.tz,Plot 29 CBD Arusha,Arusha,NBC Bank,0295436318452,Passed,2022-09-25,False,,False,2.6,True
VND-0118,Regional Construction International,Consultant,1893348-2017,939-394-114,David Mwangi,+255 659 304 801,info@regionalcons.co.tz,Plot 79 CBD Manyara,Manyara,NBC Bank,0314875959650,Passed,2022-04-02,False,,False,3.9,True
VND-0119,Regional General Enterprises,Consultant,5444154-2022,108-168-497,Amina Mollel,+255 696 696 779,info@regionalgene.co.tz,Plot 28 Main Road Manyara,Manyara,Absa Bank Tanzania,0495342397489,Passed,2022-02-07,False,,False,4.3,True
VND-0120,Community Office Co,Supplier,3572118-2020,463-740-409,Peter Mollel,+255 782 122 140,info@communityoff.co.tz,Plot 16 Industrial Area Manyara,Manyara,CRDB Bank,0668393804330,Failed,2025-02-22,True,Failed due diligence check,True,,False
VND-0121,Highland Construction Co,Consultant,9883234-2018,694-654-800,David Kimaro,+255 706 346 686,info@highlandcons.co.tz,Plot 80 Market Street Manyara,Manyara,NMB Bank,0771692282261,Failed,2023-04-11,True,Failed due diligence check,False,,False
VND-0122,Northern Construction International,Supplier,3489897-2018,289-126-880,Peter Mollel,+255 705 410 553,info@northerncons.co.tz,Plot 156 Market Street Arusha,Arusha,NMB Bank,0803127351467,Pending,2024-04-27,False,,True,,True
VND-0123,savanna construction enterprises,Consultant,5421522-2018,307-875-309,Grace Lyimo,+255 721 240 267,info@savannaconst.co.tz,Plot 126 Industrial Area Kilimanjaro,Kilimanjaro,NMB Bank,0537524533894,Passed,2024-10-03,False,,True,4.3,True
VND-0124,Highland Training Associates,Consultant,9456883-2015,550-507-411,James Swai,+255 610 998 351,info@highlandtrai.co.tz,Plot 43 CBD Manyara,Manyara,CRDB Bank,0806642081245,Passed,2024-07-24,False,,False,4.1,True
VND-0125,Northern General Co,Supplier,5097431-2017,226-193-216,Amina Mollel,+255 606 283 564,info@northerngene.co.tz,Plot 22 CBD Arusha,Arusha,Stanbic Bank Tanzania,0726267666487,Passed,2024-07-12,False,,False,2.6,True
VND-0126,Eastern Training Services,Supplier,3155307-2015,359-112-569,Grace Lyimo,+255 707 415 416,info@easterntrain.co.tz,Plot 2 CBD Kilimanjaro,Kilimanjaro,Stanbic Bank Tanzania,0775598820564,Passed,2022-04-16,False,,False,2.7,True
VND-0127,Tanzania Transport Group,Consultant,6424189-2015,282-265-788,Amina Lyimo,+255 767 457 137,info@tanzaniatran.co.tz,Plot 147 Market Street Kilimanjaro,Kilimanjaro,Absa Bank Tanzania,0692477685136,Passed,2022-04-23,False,,True,3.2,True
VND-0128,Community ICT Co,Contractor,1953211-2023,595-841-805,David Mollel,+255 777 980 381,info@communityict.co.tz,Plot 110 Industrial Area Arusha,Arusha,Stanbic Bank Tanzania,0738471042232,Passed,2022-09-07,False,,False,3.7,True
VND-0129,Savanna Office Services,Consultant,7793523-2015,673-925-752,Amina Kimaro,+255 600 221 124,info@savannaoffic.co.tz,Plot 177 Industrial Area Manyara,Manyara,CRDB Bank,0415414870618,Passed,2023-02-01,False,,False,4.4,True
VND-0130,Northern Training International,Contractor,9797443-2022,523-860-157,James Lyimo,+255 772 590 585,info@northerntrai.co.tz,Plot 186 Industrial Area Kilimanjaro,Kilimanjaro,CRDB Bank,0313705445801,Passed,2023-11-24,False,,False,4.8,True
VND-0131,Tanzania Events Management,Contractor,6152826-2015,188-608-998,Grace Mollel,+255 642 684 720,info@communityagr.co.tz,Plot 56 Industrial Area Arusha,Arusha,NBC Bank,0903139211896,Failed,2024-12-30,True,Failed due diligence check,False,,False
VND-0132,Northern Office Ltd,Contractor,9456792-2017,137-570-496,Peter Mwangi,+255 787 994 636,info@northernoffi.co.tz,Plot 2 Industrial Area Kilimanjaro,Kilimanjaro,Absa Bank Tanzania,0968723155992,Passed,2024-09-17,False,,True,3.7,True
VND-0133,Tanzania Agricultural Group,Supplier,3446261-2019,737-673-626,Peter Mollel,+255 651 297 393,info@tanzaniaagri.co.tz,Plot 141 Industrial Area Manyara,Manyara,Absa Bank Tanzania,0923397027687,Pending,2023-10-20,False,,False,,True
VND-0134,Northern Consulting International,Consultant,8304731-2020,937-302-830,David Lyimo,+255 772 151 208,info@northerncons.co.tz,Plot 21 CBD Kilimanjaro,Kilimanjaro,CRDB Bank,0932941325815,Passed,2024-08-22,False,,False,3.6,True
VND-0135,Savanna Office Supplies,Supplier,8987130-2016,459-590-572,James Mollel,+255 700 287 816,info@savannaoffic.co.tz,Plot 155 Market Street Manyara,Manyara,Equity Bank Tanzania,0937848969915,Passed,2024-01-15,False,,True,3.9,True
VND-0136,Northern Consulting Enterprises,Contractor,8132680-2020,341-277-778,Amina Lyimo,+255 640 593 493,info@northerncons.co.tz,Plot 125 Main Road Kilimanjaro,Kilimanjaro,Equity Bank Tanzania,0433682051199,Passed,2025-01-27,False,,False,2.9,True
VND-0137,Highland Agricultural Co,Consultant,3403776-2017,398-499-730,Mary Kimaro,+255 623 322 936,info@highlandagri.co.tz,Plot 175 Industrial Area Arusha,Arusha,Absa Bank Tanzania,0411555844835,Passed,2022-05-06,False,,False,3.4,True
VND-0138,Northern Trade Ltd,Consultant,5623986-2015,819-704-503,Amina Swai,,info@northerntrad.co.tz,Plot 104 CBD Kilimanjaro,Kilimanjaro,NMB Bank,0778281833586,Passed,2022-05-08,False,,True,3.9,True
VND-0139,Community ICT Services,Contractor,7813980-2022,812-718-535,Grace Lyimo,+255 636 838 598,info@communityict.co.tz,Plot 109 CBD Kilimanjaro,Kilimanjaro,NMB Bank,0290545405719,Passed,2022-02-02,False,,True,3.7,True
VND-0140,African General Group,Contractor,9624979-2019,180-635-724,Grace Mwangi,+255 723 821 477,info@africangener.co.tz,Plot 176 Industrial Area Kilimanjaro,Kilimanjaro,NBC Bank,0647916344111,Failed,2025-03-09,True,Failed due diligence check,False,,False
VND-0141,Savanna Trade International,Contractor,3770686-2015,398-928-855,James Swai,+255 777 711 867,info@savannatrade.co.tz,Plot 22 Market Street Arusha,Arusha,NBC Bank,0358238976730,Passed,2022-03-14,False,,False,4.6,True
VND-0142,Northern Research and Consulting,Consultant,2382248-2017,870-522-888,Amina Swai,+255 666 901 817,info@tanzaniaagri.co.tz,Plot 186 Market Street Manyara,Manyara,Absa Bank Tanzania,0962461838155,Passed,2022-12-26,False,,False,4.4,True
VND-0143,Northern Medical Services,Contractor,1194395-2022,423-642-799,John Lyimo,+255 659 488 799,info@northernmedi.co.tz,Plot 164 Industrial Area Arusha,Arusha,Equity Bank Tanzania,0725783740978,Passed,2024-12-26,False,,False,3.2,True
VND-0144,Northern Consulting Associates,Contractor,2113112-2021,206-801-556,Amina Mollel,+255 733 445 793,info@northerncons.co.tz,Plot 65 Market Street Manyara,Manyara,Stanbic Bank Tanzania,0194159645708,Passed,2023-02-04,False,,False,4.6,True
VND-0145,Northern Agricultural Co,Consultant,8429383-2021,783-888-888,Mary Mwangi,+255 647 213 812,info@northernagri.co.tz,Plot 71 Main Road Arusha,Arusha,NBC Bank,0161370782932,Passed,2025-03-05,False,,False,3.6,True
VND-0146,Savanna Transport Associates,Supplier,2153685-2019,119-609-252,John Mwangi,+255 655 728 758,info@savannatrans.co.tz,Plot 171 CBD Kilimanjaro,Kilimanjaro,Absa Bank Tanzania,0437510339688,Passed,2024-06-02,False,,True,4.3,True
VND-0147,Savanna Office Associates,Contractor,5961510-2015,762-192-474,James Mwangi,+255 776 937 898,info@savannaoffic.co.tz,Plot 118 Industrial Area Manyara,Manyara,NMB Bank,0667141241493,Passed,2024-02-27,False,,False,3.2,True
VND-0148,Kilimanjaro Construction Company,Contractor,9856758-2019,954-931-560,John Mwangi,,info@highlandagri.co.tz,Plot 87 Main Road Manyara,Manyara,Absa Bank Tanzania,0143525205221,Passed,2023-01-24,False,,False,4.1,True
VND-0149,Savanna General Services,Consultant,3138114-2017,414-940-912,Peter Kimaro,+255 725 769 119,info@savannagener.co.tz,Plot 152 Main Road Kilimanjaro,Kilimanjaro,CRDB Bank,0216621292709,Passed,2022-10-17,False,,False,3.1,True
VND-0150,African ICT International,Consultant,6496164-2016,875-525-272,Peter Kimaro,+255 739 240 429,info@africanictin.co.tz,Plot 113 Market Street Arusha,Arusha,CRDB Bank,0236204823910,Passed,2025-03-25,False,,False,4.0,True
